Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner skill ID,CV Partner skill category ID,Skill name,Year experience,Proficiency (0-5),Is official masterdata (in #{lang})
Martha Warner,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_db55e9f1,db55e9f1,cv_db55e9f1,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,70c03b4c,645437f2,Azure,12,3,int:Yes
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_8ee0ca28,8ee0ca28,cv_8ee0ca28,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,bab57128,f83a96fb,Node.js,6,5,int:Yes
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_8ee0ca28,8ee0ca28,cv_8ee0ca28,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,a0f58610,f1d7a182,Kubernetes,6,5,int:Yes
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_8ee0ca28,8ee0ca28,cv_8ee0ca28,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,14cc414c,5e3d9a4c,AWS,7,3,int:No
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_8ee0ca28,8ee0ca28,cv_8ee0ca28,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,ee16631d,b88e0c5e,Databricks,4,1,int:No
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_8ee0ca28,8ee0ca28,cv_8ee0ca28,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,699f2d3d,b37c58c7,C#,14,3,int:No
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_3478280a,3478280a,cv_3478280a,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,d511cae6,86d7cc53,Node.js,11,4,int:Yes
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_3478280a,3478280a,cv_3478280a,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,de0bf38f,bc986d32,Oracle,10,3,int:No
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_3478280a,3478280a,cv_3478280a,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,99d0a83f,bf3c70df,Azure,5,2,int:Yes
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_4b396988,4b396988,cv_4b396988,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,6c50d910,a716e592,AWS,7,2,int:No
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_4b396988,4b396988,cv_4b396988,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,9a580358,5a220008,Terraform,4,2,int:Yes
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_4b396988,4b396988,cv_4b396988,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,22d5c012,479f5c69,React,1,4,int:Yes
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_4b396988,4b396988,cv_4b396988,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,427d2b56,85aa6d4f,Kafka,5,2,int:Yes
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_4b396988,4b396988,cv_4b396988,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,11517dff,1e9e7fd3,Airflow,11,2,int:Yes
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_4b396988,4b396988,cv_4b396988,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,cbd3e4eb,7760810e,Kubernetes,1,1,int:No
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,08bd81a1,b4a1ea02,SQL,12,3,int:Yes
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,a841cb79,f399a0cd,Azure,2,4,int:Yes
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,e7e4a2ce,95a3c1ad,AWS,9,4,int:Yes
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,85e9f1ed,cbe823b8,JavaScript,15,4,int:No
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,e2bcb8e2,5aeac96f,Databricks,1,3,int:Yes
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,cbaf640f,0e80dfc5,Airflow,2,1,int:Yes
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_a0a72fdc,a0a72fdc,cv_a0a72fdc,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,317f7e4f,4e0b223c,Docker,1,2,int:Yes
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_a0a72fdc,a0a72fdc,cv_a0a72fdc,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,a2ed826f,2f32349f,AWS,1,2,int:No
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_a0a72fdc,a0a72fdc,cv_a0a72fdc,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,2a505ecd,cea05b74,JavaScript,3,5,int:Yes
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_a0a72fdc,a0a72fdc,cv_a0a72fdc,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,3dd9c8b5,94fba082,Power BI,6,1,int:No
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,8e6fa7f7,db549175,Power BI,11,4,int:Yes
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,1f1d95ea,53e68955,SQL,4,5,int:Yes
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,4055ef8e,8b69eaf1,Terraform,6,2,int:Yes
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,db7929d1,e7dabefa,Snowflake,15,1,int:No
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,bcefa7d2,d09494d4,Databricks,3,2,int:No
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,ecc2c02e,02352e2a,React,1,3,int:No
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,cb9664d5,6101efdb,Terraform,13,3,int:Yes
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,499f7cdc,70a42352,Spark,11,3,int:Yes
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,13dd6cb1,fd468c23,TypeScript,14,1,int:No
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,466670e1,a18f9e0c,JavaScript,2,5,int:Yes
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,836ac6b9,d0a23295,Airflow,11,4,int:Yes
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,e0294727,3318a8c1,Power BI,7,1,int:No
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,7a751c28,271d1245,JavaScript,6,2,int:Yes
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,eeef17f9,8305bb6f,Kubernetes,13,1,int:No
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,9b2892b9,ea5efc76,C#,1,2,int:No
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_6bed4b66,6bed4b66,cv_6bed4b66,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,22999ba9,b5e8417e,.NET,3,3,int:Yes
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_6bed4b66,6bed4b66,cv_6bed4b66,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,71657449,c118f564,GCP,12,3,int:No
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_6bed4b66,6bed4b66,cv_6bed4b66,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,f9bdea12,82e47f50,Azure,2,2,int:No
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_4e9c7a8c,4e9c7a8c,cv_4e9c7a8c,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,cc342e52,efee4613,Snowflake,14,5,int:No
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_4e9c7a8c,4e9c7a8c,cv_4e9c7a8c,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,8dd0e9b1,07238927,Python,15,4,int:Yes
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_4e9c7a8c,4e9c7a8c,cv_4e9c7a8c,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,1e67818a,57afdf05,SQL,13,2,int:No
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_4e9c7a8c,4e9c7a8c,cv_4e9c7a8c,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,3eae484b,c3e3d71a,Spark,3,3,int:Yes
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,64baa579,9bf6f6f3,Python,2,5,int:No
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,6e80f05d,d5bccfab,Oracle,5,4,int:No
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,a1cd9d75,40d16dbc,TypeScript,10,3,int:No
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,986eed19,49af677c,Kafka,14,5,int:Yes
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,fe4b8c3c,a8160ce3,dbt,2,4,int:No
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,30a5b0c1,3c4c259e,Node.js,12,5,int:Yes
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,813f9835,63d0e230,Docker,1,2,int:Yes
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,01c3b2bd,b73bef16,AWS,11,5,int:No
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,0f548ba7,52a061ea,Azure,1,5,int:Yes
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,c02caced,7c665372,dbt,8,4,int:No
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,ddc79a49,0c73b0db,Spark,1,1,int:Yes
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_ce281d4c,ce281d4c,cv_ce281d4c,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,7ebab9bc,ef00aa2b,.NET,6,3,int:Yes
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_ce281d4c,ce281d4c,cv_ce281d4c,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,e7a0685c,b582e167,Kafka,11,1,int:No
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_ce281d4c,ce281d4c,cv_ce281d4c,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,22eaa98b,6f34c25b,Power BI,11,3,int:No
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,d4d78bfa,592f30be,.NET,11,5,int:Yes
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,828d4839,6cff990d,JavaScript,1,5,int:No
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,0535e1a2,bc0304a7,SQL,6,5,int:No
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,0cac6e18,fc4f80ef,Snowflake,7,1,int:Yes
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,01f88748,0e8ac8ac,Kafka,15,5,int:Yes
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,c6cba3db,39f072f7,Spark,10,1,int:No
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,185dd76a,4bcb4972,Databricks,4,1,int:Yes
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,4bf719b1,8a4f4da2,AWS,7,3,int:No
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,681197b8,a3d722b6,Kubernetes,4,1,int:Yes
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,7aa99240,e30515fa,Kafka,4,4,int:Yes
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,14587fe0,4fa17fbf,GCP,11,1,int:Yes
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,fbca5e7c,42576c44,Azure,7,4,int:Yes
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,556128eb,5b6de259,C#,10,2,int:Yes
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,cc2116e5,0ee77029,GCP,14,3,int:No
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,2abafdcf,7640d5a0,TypeScript,7,2,int:Yes
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_ce90ebfe,ce90ebfe,cv_ce90ebfe,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,f9d8c023,e941ee50,Airflow,2,5,int:Yes
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_ce90ebfe,ce90ebfe,cv_ce90ebfe,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,50cf05c5,51f24932,Node.js,5,3,int:Yes
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_ce90ebfe,ce90ebfe,cv_ce90ebfe,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,4f9b6419,4523ffd3,Kafka,13,3,int:Yes
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_ce90ebfe,ce90ebfe,cv_ce90ebfe,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,b3d6aaba,216e30c6,Oracle,1,2,int:Yes
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,aa76288e,0e967555,Power BI,4,2,int:No
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,666cf7ba,e2c071bb,Kubernetes,7,1,int:Yes
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,5a93335d,3391081f,Databricks,8,5,int:Yes
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,3b43b8ed,9601d8ce,Azure,14,3,int:Yes
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,c2261353,b2c70f0f,GCP,5,4,int:No
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,4a561483,93b79c2e,Databricks,12,2,int:No
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,60d4e70b,7e6efadc,Kubernetes,6,3,int:Yes
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,8089a2ae,4209c8c6,Airflow,9,3,int:Yes
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_5089208d,5089208d,cv_5089208d,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,a99e616b,67b3bc02,C#,10,5,int:No
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_5089208d,5089208d,cv_5089208d,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,89f9e888,c1a930da,dbt,10,5,int:No
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_5089208d,5089208d,cv_5089208d,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,b08e1d99,2a14bb65,SQL,1,2,int:Yes
Kyle Nolan,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_54c2d1e1,54c2d1e1,cv_54c2d1e1,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,7ae4ab19,12f55e4c,GCP,1,2,int:Yes
Kyle Nolan,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_54c2d1e1,54c2d1e1,cv_54c2d1e1,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,e6d1bba4,8b062819,Kubernetes,14,4,int:Yes
Kyle Nolan,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_54c2d1e1,54c2d1e1,cv_54c2d1e1,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,7206342f,f8d82519,Azure,1,5,int:No
Kyle Nolan,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_54c2d1e1,54c2d1e1,cv_54c2d1e1,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,b650e592,8dfc682b,Oracle,6,4,int:No
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_4cbc4f1d,4cbc4f1d,cv_4cbc4f1d,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,9f8ca71f,3de93304,React,13,4,int:Yes
