Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month,Year,Name,Organiser,Long description,Highlighted,Is official masterdata (in #{lang}),Attachments
AWS Solutions Architect,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_f455c707,f455c707,cv_f455c707,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,43487138,c1024e72,2024-08-25,2024-05-25,9,2025,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_23664ce4,23664ce4,cv_23664ce4,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,796300be,989efe02,2024-12-04,2024-02-16,11,2021,AWS Solutions Architect,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_23664ce4,23664ce4,cv_23664ce4,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,0adcc691,a31c4d7f,2024-01-27,2025-05-03,6,2022,Azure Fundamentals,Internal,,False,int:Yes,certificate.pdf
SQL Advanced,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_23664ce4,23664ce4,cv_23664ce4,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,c50e8c97,eb5f6031,2025-07-08,2024-02-03,7,2018,SQL Advanced,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_8410ada1,8410ada1,cv_8410ada1,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,a765d1aa,c1b10862,2025-03-15,2025-08-17,7,2018,AWS Solutions Architect,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_8410ada1,8410ada1,cv_8410ada1,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,e009786e,37802d08,2024-10-20,2024-01-28,1,2022,AWS Solutions Architect,Microsoft,,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_8410ada1,8410ada1,cv_8410ada1,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,86a35927,d4f07bed,2025-02-10,2025-02-16,5,2021,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_5bf28ddc,5bf28ddc,cv_5bf28ddc,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,d77d2326,ec0ee7e1,2024-03-03,2023-12-03,9,2025,Databricks Lakehouse,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_90475783,90475783,cv_90475783,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,8e529106,cc81c976,2025-07-31,2024-02-22,8,2022,Power BI,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_90475783,90475783,cv_90475783,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,92018fd5,7fe5e289,2025-03-24,2025-02-18,4,2024,SQL Advanced,AWS,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_d948cfb7,d948cfb7,cv_d948cfb7,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,aa70f5d7,c0faaf99,2024-10-27,2025-04-26,4,2021,Power BI,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_dbe2732d,dbe2732d,cv_dbe2732d,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,01e159e4,5e45a010,2025-02-27,2025-02-06,3,2024,Power BI,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_6184e73b,6184e73b,cv_6184e73b,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,7e84a812,abba243e,2024-12-16,2025-06-09,7,2019,Databricks Lakehouse,Internal,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_6184e73b,6184e73b,cv_6184e73b,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,9b5cb8fa,5b546002,2024-02-11,2024-07-07,5,2018,Databricks Lakehouse,Coursera,Intensive 3-day workshop.,False,int:Yes,
AWS Solutions Architect,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_009f1137,009f1137,cv_009f1137,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,3a617097,440700be,2025-06-28,2024-11-30,9,2019,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_009f1137,009f1137,cv_009f1137,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,a4ba40ed,54304b72,2025-09-10,2025-01-02,9,2025,AWS Solutions Architect,Microsoft,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_009f1137,009f1137,cv_009f1137,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,d4d475eb,2625f88d,2023-12-28,2024-01-13,1,2018,SQL Advanced,Udemy,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_009f1137,009f1137,cv_009f1137,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,ab7b3faf,7bd9fe78,2025-11-10,2024-01-20,11,2025,Power BI,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_009f1137,009f1137,cv_009f1137,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,61426e9a,5e23d3f0,2025-01-04,2024-08-28,2,2020,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_190291cf,190291cf,cv_190291cf,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,7e43a084,f52008b9,2025-05-22,2024-10-22,3,2018,SQL Advanced,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
SQL Advanced,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_190291cf,190291cf,cv_190291cf,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,32f53c9e,2064950b,2024-06-02,2024-11-30,10,2025,SQL Advanced,Udemy,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_190291cf,190291cf,cv_190291cf,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,48511e49,09759fc9,2025-03-25,2024-12-08,5,2024,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_64678255,64678255,cv_64678255,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,d99e17a2,1ae20a07,2025-07-13,2025-08-01,2,2022,Azure Fundamentals,Microsoft,Intensive 3-day workshop.,True,int:No,
Azure Fundamentals,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_64678255,64678255,cv_64678255,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,e5aeee73,bbe8d792,2024-02-08,2024-02-09,4,2024,Azure Fundamentals,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_64678255,64678255,cv_64678255,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,83f51380,fa3204c4,2024-09-09,2025-10-20,5,2022,AWS Solutions Architect,AWS,,True,int:No,certificate.pdf
Azure Fundamentals,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_19fb7f0a,19fb7f0a,cv_19fb7f0a,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,8e60117c,c6a47714,2024-05-09,2024-12-02,11,2021,Azure Fundamentals,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_19fb7f0a,19fb7f0a,cv_19fb7f0a,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,2d3993b4,cfa17904,2025-08-28,2025-08-28,3,2021,Power BI,Coursera,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Azure Fundamentals,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_19fb7f0a,19fb7f0a,cv_19fb7f0a,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,5564745e,233796f1,2025-08-29,2023-11-21,12,2021,Azure Fundamentals,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_19fb7f0a,19fb7f0a,cv_19fb7f0a,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,54a8558f,f3b28bce,2023-11-23,2025-05-31,5,2021,Databricks Lakehouse,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_b2d8a112,b2d8a112,cv_b2d8a112,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,ed8dd4cd,cff967aa,2025-04-25,2025-08-31,9,2022,SQL Advanced,Internal,Intensive 3-day workshop.,True,int:No,certificate.pdf
SQL Advanced,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_b2d8a112,b2d8a112,cv_b2d8a112,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,c90e4447,3f4f9975,2024-08-22,2025-04-09,5,2020,SQL Advanced,Microsoft,Intensive 3-day workshop.,True,int:Yes,
Azure Fundamentals,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_b2d8a112,b2d8a112,cv_b2d8a112,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,9bf6683e,3d465407,2025-06-19,2024-04-12,7,2021,Azure Fundamentals,Coursera,,True,int:No,certificate.pdf
SQL Advanced,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_b2d8a112,b2d8a112,cv_b2d8a112,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,b01e78ac,f0478066,2024-09-18,2024-05-13,1,2019,SQL Advanced,Internal,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_b2d8a112,b2d8a112,cv_b2d8a112,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,6e32edfc,6ed6b465,2024-08-09,2024-07-03,11,2018,Azure Fundamentals,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_e2e9350a,e2e9350a,cv_e2e9350a,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,6646b048,0d1ae535,2024-01-08,2024-12-10,11,2018,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:No,
SQL Advanced,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_e2e9350a,e2e9350a,cv_e2e9350a,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,4ea5a661,d2e5cd77,2023-12-19,2024-07-01,3,2024,SQL Advanced,Internal,,True,int:No,certificate.pdf
SQL Advanced,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_73214808,73214808,cv_73214808,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,04289dc2,ba729ab7,2025-02-25,2025-04-16,10,2023,SQL Advanced,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_73214808,73214808,cv_73214808,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,c8c1d062,2e9ce16e,2025-02-05,2025-05-25,10,2019,SQL Advanced,AWS,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_73214808,73214808,cv_73214808,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,6f81b7fb,5e8fb21b,2024-03-07,2025-06-22,5,2022,Azure Fundamentals,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_73214808,73214808,cv_73214808,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,56ff123f,95e7c3cf,2025-07-21,2024-05-18,7,2019,Power BI,Internal,,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_73214808,73214808,cv_73214808,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,a08fb277,d82e3250,2024-07-19,2025-03-26,3,2018,AWS Solutions Architect,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Power BI,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_556e42f7,556e42f7,cv_556e42f7,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,916295e8,edf22ea6,2024-03-04,2024-12-08,8,2019,Power BI,Internal,Intensive 3-day workshop.,True,int:Yes,
AWS Solutions Architect,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_556e42f7,556e42f7,cv_556e42f7,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,375efd3b,6c770b4f,2024-12-31,2025-09-05,4,2024,AWS Solutions Architect,Internal,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_556e42f7,556e42f7,cv_556e42f7,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,9aec310c,642034cb,2024-03-24,2025-10-19,3,2023,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_556e42f7,556e42f7,cv_556e42f7,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,808aea88,cdf0faf4,2025-09-02,2024-01-09,12,2023,SQL Advanced,Microsoft,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
SQL Advanced,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_556e42f7,556e42f7,cv_556e42f7,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,a0245d86,a54d53d2,2025-08-13,2025-04-08,5,2024,SQL Advanced,Microsoft,,False,int:Yes,certificate.pdf
SQL Advanced,int:Charles Lewis,int:Senior AI Engineer,charles.lewis@example.com,charleslewis,ext_556e42f7,556e42f7,cv_556e42f7,+1-351-684-4989x2665,(438)565-5779x0827,1972,AI/ML,United Kingdom,Swedish,8bbaa7c8,c47528b7,2025-09-20,2024-03-23,12,2019,SQL Advanced,Udemy,,False,int:No,certificate.pdf
Power BI,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_707c9816,707c9816,cv_707c9816,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,e4f225dc,131c8650,2025-03-31,2024-06-01,6,2024,Power BI,Coursera,Intensive 3-day workshop.,False,int:No,certificate.pdf
SQL Advanced,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_707c9816,707c9816,cv_707c9816,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,49aedaca,a0911f5f,2025-05-05,2023-12-23,7,2020,SQL Advanced,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Databricks Lakehouse,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_707c9816,707c9816,cv_707c9816,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,dbf7bdab,a0986057,2024-07-16,2025-10-12,11,2023,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_707c9816,707c9816,cv_707c9816,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,3372188c,8a9d7558,2025-04-12,2024-09-06,9,2021,Databricks Lakehouse,Udemy,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_52091eff,52091eff,cv_52091eff,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,1c72eb85,7f29807d,2024-08-16,2024-11-24,6,2023,Azure Fundamentals,Microsoft,,True,int:Yes,certificate.pdf
AWS Solutions Architect,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_52091eff,52091eff,cv_52091eff,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,d0610130,32eba657,2025-01-04,2025-05-14,9,2025,AWS Solutions Architect,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
SQL Advanced,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_52091eff,52091eff,cv_52091eff,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,7a76ac15,eb74556d,2025-07-06,2024-02-22,6,2023,SQL Advanced,Databricks,Intensive 3-day workshop.,True,int:No,certificate.pdf
Power BI,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_52091eff,52091eff,cv_52091eff,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,c51f2635,98a9765f,2025-09-11,2024-01-05,5,2018,Power BI,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_52091eff,52091eff,cv_52091eff,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,17022f6a,cd54a215,2025-02-28,2024-12-14,3,2023,Azure Fundamentals,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_52091eff,52091eff,cv_52091eff,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,2bb1e99b,4c9e3c47,2025-10-15,2024-06-02,3,2021,Databricks Lakehouse,Databricks,,True,int:No,certificate.pdf
Azure Fundamentals,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_b52e1b3a,b52e1b3a,cv_b52e1b3a,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,17c026c3,e5101a9a,2025-07-31,2025-09-30,6,2018,Azure Fundamentals,Databricks,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
Power BI,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_b52e1b3a,b52e1b3a,cv_b52e1b3a,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,3770970c,7fcc1833,2025-09-15,2024-04-14,11,2018,Power BI,Microsoft,Intensive 3-day workshop.,False,int:No,certificate.pdf
Databricks Lakehouse,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_b52e1b3a,b52e1b3a,cv_b52e1b3a,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,1dc7a025,038632ca,2025-06-27,2025-01-19,9,2021,Databricks Lakehouse,Coursera,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Azure Fundamentals,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_b52e1b3a,b52e1b3a,cv_b52e1b3a,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,19439433,61f758f6,2025-10-17,2023-12-19,12,2025,Azure Fundamentals,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
AWS Solutions Architect,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_b52e1b3a,b52e1b3a,cv_b52e1b3a,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,f1d21b89,f86b8650,2024-01-28,2024-04-26,12,2025,AWS Solutions Architect,Internal,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_cfae6f9d,cfae6f9d,cv_cfae6f9d,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,0ef7f406,da909209,2025-06-20,2025-07-20,1,2025,AWS Solutions Architect,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_a60df3d5,a60df3d5,cv_a60df3d5,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,a24f6822,03b2db2a,2024-10-11,2025-01-24,12,2022,Azure Fundamentals,AWS,Intensive 3-day workshop.,True,int:No,certificate.pdf
Databricks Lakehouse,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_a60df3d5,a60df3d5,cv_a60df3d5,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,8539cb2c,8b5dfd20,2023-12-26,2024-11-08,7,2021,Databricks Lakehouse,Databricks,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Power BI,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_a60df3d5,a60df3d5,cv_a60df3d5,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,7d1bc678,610a7ccc,2024-03-01,2025-05-17,6,2022,Power BI,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_ababf887,ababf887,cv_ababf887,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,f6a5af9e,af9f7d1a,2025-07-18,2025-04-21,5,2021,Azure Fundamentals,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
Azure Fundamentals,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_ababf887,ababf887,cv_ababf887,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,cb5ff546,ec5b3653,2025-04-07,2025-03-21,9,2020,Azure Fundamentals,AWS,Intensive 3-day workshop.,False,int:No,certificate.pdf
AWS Solutions Architect,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_cf485d08,cf485d08,cv_cf485d08,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,55bba34e,cb9e2fee,2025-01-17,2025-10-14,7,2025,AWS Solutions Architect,Udemy,Intensive 3-day workshop.,True,int:Yes,certificate.pdf
Databricks Lakehouse,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_cf485d08,cf485d08,cv_cf485d08,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,87170e47,f8e2f4c9,2025-08-05,2024-07-06,10,2025,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
SQL Advanced,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_74471093,74471093,cv_74471093,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,12804140,b56c1298,2023-12-05,2025-08-01,8,2025,SQL Advanced,Coursera,Intensive 3-day workshop.,True,int:No,certificate.pdf
Azure Fundamentals,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_faa25619,faa25619,cv_faa25619,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,044ff405,f3f60d36,2024-09-08,2025-08-25,11,2021,Azure Fundamentals,Udemy,,True,int:No,certificate.pdf
Databricks Lakehouse,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_faa25619,faa25619,cv_faa25619,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,6e65144b,3138523f,2024-10-17,2025-05-25,3,2021,Databricks Lakehouse,Microsoft,Intensive 3-day workshop.,False,int:Yes,certificate.pdf
AWS Solutions Architect,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_faa25619,faa25619,cv_faa25619,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,afe06a88,d3be8a1e,2024-07-19,2025-03-28,4,2018,AWS Solutions Architect,Internal,,False,int:No,certificate.pdf
