Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Highlighted,Attachments,Place of study,Degree,Description
Yvette Huff,int:Yvette Huff,int:Associate .NET Engineer,yvette.huff@mail.test,yvettehuff,ext_3d6b57f1,3d6b57f1,cv_3d6b57f1,774.689.6910,517-215-4544x4328,2001,Software Engineering,United Kingdom,Norwegian,0aac64b7,9be92778,2024-02-16,2025-02-20,5,2015,4,2015,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Tanya House,int:Tanya House,int:Consultant Solution Architect,tanya.house@mail.test,tanyahouse,ext_73d01d39,73d01d39,cv_73d01d39,+1-565-720-7446x660,001-438-675-8428x2417,1975,Architecture,United Kingdom,Polish,fe89d8c4,e6f2eebd,2022-02-12,2022-03-04,9,2022,5,2023,False,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Todd Lewis,int:Todd Lewis,int:Consultant Python Developer,todd.lewis@example.org,toddlewis,ext_4f57a3f1,4f57a3f1,cv_4f57a3f1,346.902.2356x97252,825-800-7432x92712,1999,Data Engineering,United Kingdom,Swedish,a1807503,102ccf25,2023-10-03,2022-08-14,3,2012,10,2017,True,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Richard Brown,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_eedcd01b,eedcd01b,cv_eedcd01b,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,d28eacba,31f80a6f,2024-12-31,2024-01-26,12,2018,7,2021,True,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Richard Brown,int:Richard Brown,int:Associate Frontend Engineer,richard.brown@example.org,richardbrown,ext_eedcd01b,eedcd01b,cv_eedcd01b,(267)260-0835x0583,+1-233-654-2168x9421,1969,Software Engineering,India,Swedish,2cf0acdf,a61c5b35,2024-03-06,2023-09-26,11,2019,7,2019,False,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Nicholas Galloway,int:Nicholas Galloway,int:Principal Kubernetes Engineer,nicholas.galloway@example.com,nicholasgalloway,ext_fcfcf223,fcfcf223,cv_fcfcf223,878-298-5625x7532,732.230.9821,1993,Cloud Engineering,India,Norwegian,69d77f37,bd0b5a50,2024-02-29,2023-05-18,5,2017,1,2022,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Joseph Bowers,int:Joseph Bowers,int:Senior C# Developer,joseph.bowers@example.com,josephbowers,ext_41322677,41322677,cv_41322677,(848)390-9010x0167,+1-647-423-0461,1995,Software Engineering,India,Polish,c74916c2,03a4961c,2022-12-23,2024-02-09,3,2021,9,2024,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Joseph Bowers,int:Joseph Bowers,int:Senior C# Developer,joseph.bowers@example.com,josephbowers,ext_41322677,41322677,cv_41322677,(848)390-9010x0167,+1-647-423-0461,1995,Software Engineering,India,Polish,8924a92d,1447c757,2022-11-21,2025-11-09,8,2010,4,2013,False,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Spencer Henderson,int:Spencer Henderson,int:Consultant Python Developer,spencer.henderson@example.org,spencerhenderson,ext_6a23cb78,6a23cb78,cv_6a23cb78,(518)791-4117x39348,001-264-320-8737x530,1968,Data Engineering,Slovenia,Polish,65a10f9d,24a078f5,2023-01-20,2024-09-14,1,2015,2,2019,False,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Spencer Henderson,int:Spencer Henderson,int:Consultant Python Developer,spencer.henderson@example.org,spencerhenderson,ext_6a23cb78,6a23cb78,cv_6a23cb78,(518)791-4117x39348,001-264-320-8737x530,1968,Data Engineering,Slovenia,Polish,895d50c9,5e26cc25,2022-05-15,2024-03-18,1,2009,4,2009,True,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Spencer Henderson,int:Spencer Henderson,int:Consultant Python Developer,spencer.henderson@example.org,spencerhenderson,ext_6a23cb78,6a23cb78,cv_6a23cb78,(518)791-4117x39348,001-264-320-8737x530,1968,Data Engineering,Slovenia,Polish,55356b7d,fe9bb0bd,2021-12-05,2023-03-23,9,2020,9,2020,True,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Angela Higgins,int:Angela Higgins,int:Senior Data Engineer,angela.higgins@example.com,angelahiggins,ext_eab6f541,eab6f541,cv_eab6f541,(725)457-9415,366-474-6762,1974,Data Engineering,India,Norwegian,5faf78ff,f29a54c2,2022-10-21,2024-07-03,8,2015,10,2018,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Tanya Riley,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_406514eb,406514eb,cv_406514eb,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,3284cdc2,c6823434,2022-05-11,2022-11-21,2,2020,2,2024,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Amy Adkins,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_be4e4992,be4e4992,cv_be4e4992,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,d144de95,1b8c3a26,2023-04-28,2022-03-22,6,2014,6,2015,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Brian Silva,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_20825c84,20825c84,cv_20825c84,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,6a789ff1,8531d62d,2024-06-20,2025-06-09,4,2019,6,2023,True,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Wesley Farrell,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_25ea746f,25ea746f,cv_25ea746f,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,a0956a0f,b7f91e38,2024-07-18,2025-11-11,2,2021,2,2024,True,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Wesley Farrell,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_25ea746f,25ea746f,cv_25ea746f,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,3d85a9d1,12e875af,2023-07-16,2022-11-24,9,2009,12,2011,True,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Wesley Farrell,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_25ea746f,25ea746f,cv_25ea746f,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,67e38cf0,942063aa,2022-07-19,2025-07-28,12,2016,9,2018,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Eric Yu,int:Eric Yu,int:Senior AI Engineer,eric.yu@example.com,ericyu,ext_695f5505,695f5505,cv_695f5505,001-821-769-9586x6934,572-626-9848x5833,1984,AI/ML,Spain,Norwegian,da82a0e7,c50f4f54,2022-01-25,2025-04-22,4,2008,11,2008,True,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Christopher Lopez,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_2b79b5c8,2b79b5c8,cv_2b79b5c8,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,a684ca66,20aab9d8,2022-12-04,2024-01-15,2,2015,12,2019,False,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Christopher Lopez,int:Christopher Lopez,int:Consultant Python Developer,christopher.lopez@mail.test,christopherlopez,ext_2b79b5c8,2b79b5c8,cv_2b79b5c8,+1-652-828-8515x87996,6814062003,1996,Data Engineering,India,Polish,38ba00d7,82a3b43a,2023-09-07,2025-01-22,6,2017,9,2020,True,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Joe Wilson,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_fb2a4878,fb2a4878,cv_fb2a4878,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,76bc7083,729f4b1a,2025-01-10,2025-01-04,1,2018,12,2021,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Joe Wilson,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_fb2a4878,fb2a4878,cv_fb2a4878,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,7072329e,e1cfa008,2023-11-28,2022-06-12,1,2011,11,2012,False,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Joe Wilson,int:Joe Wilson,int:Consultant Scrum Master,joe.wilson@mail.test,joewilson,ext_fb2a4878,fb2a4878,cv_fb2a4878,001-943-497-3598x9334,+1-612-228-1606x48422,1974,Delivery Management,USA,Swedish,c4f3f2a0,218e8876,2025-03-06,2024-09-13,11,2011,6,2013,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_d088d3c3,d088d3c3,cv_d088d3c3,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,f4fba914,2f9c6c13,2023-03-21,2022-04-13,4,2009,4,2014,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Brooke Harvey,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_d088d3c3,d088d3c3,cv_d088d3c3,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,841eb51b,51391ac2,2022-12-20,2022-06-22,8,2017,4,2020,False,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Robert Silva,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_89e0d385,89e0d385,cv_89e0d385,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,607e2a3a,389ed089,2025-06-13,2022-05-07,7,2009,4,2012,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Alexandra Donovan,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_6c854aaa,6c854aaa,cv_6c854aaa,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,94e14ab6,8fa3b9b3,2025-03-03,2024-04-22,12,2009,5,2011,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_11c2bec6,11c2bec6,cv_11c2bec6,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,f037f9ad,e66c3e20,2023-02-19,2023-12-05,5,2018,6,2019,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
James Moran,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_11c2bec6,11c2bec6,cv_11c2bec6,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,6515a9b0,ae6ce657,2023-03-14,2022-12-02,3,2013,8,2018,True,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
John Foster,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_0464fa44,0464fa44,cv_0464fa44,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,3d09541c,e47a02cd,2024-05-17,2023-01-09,7,2014,3,2015,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Leslie Walton,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_db97ed10,db97ed10,cv_db97ed10,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,7cadd16f,dd00a219,2022-03-25,2025-05-28,11,2023,11,2024,False,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Charles Ellis,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_906c1efc,906c1efc,cv_906c1efc,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,7b44ba77,5ef537c3,2022-02-11,2024-10-02,7,2009,12,2014,True,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
Yolanda Ferrell,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_657bd9a9,657bd9a9,cv_657bd9a9,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,4387a57d,96ef7b60,2024-06-03,2023-11-17,4,2011,12,2011,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Yolanda Ferrell,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_657bd9a9,657bd9a9,cv_657bd9a9,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,e4727edc,0fc925b3,2023-02-25,2022-02-26,1,2018,11,2019,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_cd1f67fa,cd1f67fa,cv_cd1f67fa,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,9272fcd8,d70a4ab6,2022-03-06,2023-06-12,8,2022,11,2022,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_cd1f67fa,cd1f67fa,cv_cd1f67fa,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,f682ac3a,2bde0e0b,2022-01-26,2024-10-16,3,2020,1,2021,False,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
Nicole Suarez,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_cd1f67fa,cd1f67fa,cv_cd1f67fa,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,802e1ff1,117ddf61,2022-04-13,2024-11-14,9,2019,1,2020,True,diploma.pdf,KTH,BEng Software Eng,
Martha Warner,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_db55e9f1,db55e9f1,cv_db55e9f1,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,59bae70e,d20c4192,2023-08-11,2024-05-03,3,2010,11,2011,True,,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Cheryl Archer,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_8ee0ca28,8ee0ca28,cv_8ee0ca28,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,b951815a,261faa96,2022-01-13,2024-07-08,10,2012,11,2015,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_3478280a,3478280a,cv_3478280a,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,7da5e288,039c90fb,2022-10-06,2023-06-29,1,2018,8,2020,True,diploma.pdf,KTH,BEng Software Eng,
Destiny Smith,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_3478280a,3478280a,cv_3478280a,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,e221f9af,5abb087f,2023-11-07,2025-10-05,12,2018,12,2022,True,diploma.pdf,OU,MSc Data Science,Thesis on scalable data pipelines.
Lisa Evans,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_4b396988,4b396988,cv_4b396988,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,343f918a,f64d6aa9,2025-08-16,2023-04-12,10,2009,10,2014,True,diploma.pdf,OU,BEng Software Eng,Thesis on scalable data pipelines.
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_a0a72fdc,a0a72fdc,cv_a0a72fdc,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,f22b98f2,dc6cdbfd,2023-07-29,2024-10-07,10,2012,5,2014,True,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_a0a72fdc,a0a72fdc,cv_a0a72fdc,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,481124c4,357b8e38,2024-04-27,2025-04-03,5,2020,4,2021,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,03dee156,0bb53acb,2022-09-04,2023-10-19,10,2019,6,2021,True,diploma.pdf,UCL,BSc Computer Science,
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,1cd8d111,179ea294,2024-06-30,2024-03-03,3,2023,12,2023,True,diploma.pdf,UCL,MSc Data Science,Thesis on scalable data pipelines.
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,cb8b00b6,156e1603,2022-04-16,2023-04-26,7,2022,4,2022,False,diploma.pdf,UiO,BSc Computer Science,Thesis on scalable data pipelines.
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,bd285bd6,06bb344a,2023-08-15,2023-02-08,9,2020,10,2023,False,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,bf88fec5,ddc0ba57,2023-08-02,2023-12-26,10,2015,12,2018,False,,KTH,MSc Data Science,Thesis on scalable data pipelines.
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,ede88141,15cda1a2,2022-06-02,2025-06-10,12,2022,3,2023,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,091e2ec7,17e01fbd,2024-07-30,2025-09-09,11,2010,12,2010,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,056a5ac1,009c9c40,2023-06-20,2023-07-22,6,2013,12,2014,False,,OU,MSc Data Science,Thesis on scalable data pipelines.
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,c10f3e0e,d11bff88,2025-09-11,2023-09-30,9,2016,9,2021,False,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,d0e1a485,4ea2f019,2022-05-04,2023-09-23,1,2018,11,2022,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_ce281d4c,ce281d4c,cv_ce281d4c,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,23149c48,084a8ae1,2022-02-03,2024-07-11,9,2023,3,2024,True,diploma.pdf,OU,BSc Computer Science,
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_ce281d4c,ce281d4c,cv_ce281d4c,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,2214cc54,a00d9d0b,2023-05-15,2023-03-20,3,2016,11,2019,True,diploma.pdf,NTNU,BEng Software Eng,Thesis on scalable data pipelines.
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,9f05782f,c0187488,2023-10-21,2024-10-16,4,2017,6,2021,True,,OU,MSc Data Science,
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,ac1b47fb,a5fc9092,2024-08-18,2024-11-04,5,2011,2,2014,True,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,8481ebaa,85a6868a,2022-08-27,2025-01-07,12,2018,8,2022,True,diploma.pdf,UiO,BEng Software Eng,
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,4aae3ede,75859a95,2022-10-19,2022-07-17,10,2008,10,2009,True,diploma.pdf,KTH,BSc Computer Science,Thesis on scalable data pipelines.
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,84da30ae,32f873fa,2024-03-18,2025-03-31,12,2012,8,2014,True,diploma.pdf,UCL,BSc Computer Science,Thesis on scalable data pipelines.
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,47d038e9,d101f9ee,2022-06-07,2025-05-21,7,2016,2,2021,False,diploma.pdf,UiO,BEng Software Eng,Thesis on scalable data pipelines.
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,4efcc105,28c1c280,2024-11-14,2024-09-22,11,2014,7,2016,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,f8953ba8,b7d8869b,2024-03-01,2024-03-10,2,2009,12,2010,True,diploma.pdf,NTNU,BSc Computer Science,Thesis on scalable data pipelines.
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,82756608,688187d0,2022-07-03,2025-10-27,2,2011,1,2016,True,diploma.pdf,KTH,BEng Software Eng,Thesis on scalable data pipelines.
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,dffbd5e1,950c635a,2022-06-30,2024-11-14,3,2011,12,2014,True,diploma.pdf,UCL,BEng Software Eng,Thesis on scalable data pipelines.
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,0092e4ca,06245e17,2024-11-28,2024-12-03,7,2023,2,2024,True,diploma.pdf,OU,BSc Computer Science,
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,8a254261,bfa9f382,2021-12-02,2023-04-06,8,2023,6,2023,False,diploma.pdf,KTH,MSc Data Science,Thesis on scalable data pipelines.
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,d027ac90,1454c1aa,2024-08-21,2021-12-10,7,2023,7,2024,False,diploma.pdf,OU,BSc Computer Science,Thesis on scalable data pipelines.
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,48602de8,1fb67476,2024-04-24,2025-09-14,8,2018,3,2020,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,d8926092,3537deeb,2023-12-26,2023-07-18,9,2011,11,2011,False,diploma.pdf,UiO,MSc Data Science,Thesis on scalable data pipelines.
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_5089208d,5089208d,cv_5089208d,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,26dc3d19,6f9872b7,2024-01-23,2022-01-31,12,2018,4,2018,True,diploma.pdf,NTNU,MSc Data Science,Thesis on scalable data pipelines.
