Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Year from,Year to,Highlighted,Name,Description
Consultant Backend Engineer,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_08aaad2b,08aaad2b,cv_08aaad2b,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,777a9030,606e0290,2025-01-10,2025-06-20,2017,2018,True,Consultant Backend Engineer,Progression based on delivery impact.
Senior Backend Engineer,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_08aaad2b,08aaad2b,cv_08aaad2b,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,30871511,5293da5a,2025-02-19,2025-09-09,2018,2019,False,Senior Backend Engineer,Progression based on delivery impact.
Consultant Databricks Engineer,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_7f9983f0,7f9983f0,cv_7f9983f0,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,b82dafe1,400b1593,2025-10-20,2024-05-11,2017,2018,True,Consultant Databricks Engineer,Progression based on delivery impact.
Senior Databricks Engineer,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_7f9983f0,7f9983f0,cv_7f9983f0,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,39bab136,a0ef1f69,2023-11-25,2025-06-04,2018,2019,True,Senior Databricks Engineer,Progression based on delivery impact.
Principal Databricks Engineer,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_7f9983f0,7f9983f0,cv_7f9983f0,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,3da8d427,a89bff6c,2024-06-26,2024-06-12,2019,2020,False,Principal Databricks Engineer,Progression based on delivery impact.
Associate .NET Engineer,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_876c0b7e,876c0b7e,cv_876c0b7e,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,778d83d4,53e3f032,2025-07-08,2025-01-28,2017,2018,True,Associate .NET Engineer,Progression based on delivery impact.
Associate C# Developer,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_5c253527,5c253527,cv_5c253527,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,2363f3f7,e81036cd,2024-01-21,2025-04-04,2016,2017,False,Associate C# Developer,Progression based on delivery impact.
Senior Data Engineer,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_a8aebfdf,a8aebfdf,cv_a8aebfdf,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,ea79825c,036c5b85,2024-09-27,2023-12-12,2019,2020,True,Senior Data Engineer,Progression based on delivery impact.
Principal Data Engineer,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_a8aebfdf,a8aebfdf,cv_a8aebfdf,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,9bcd3479,dad3d748,2024-05-11,2024-10-25,2020,2021,False,Principal Data Engineer,Progression based on delivery impact.
Lead Data Engineer,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_a8aebfdf,a8aebfdf,cv_a8aebfdf,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,a03fbce7,34994001,2025-01-06,2025-07-22,2021,2022,True,Lead Data Engineer,Progression based on delivery impact.
Senior Azure Engineering,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_8766e68f,8766e68f,cv_8766e68f,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,a3d557cf,79efe28e,2024-05-13,2024-06-25,2021,2022,False,Senior Azure Engineering,Progression based on delivery impact.
Principal Azure Engineering,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_8766e68f,8766e68f,cv_8766e68f,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,4c6775b4,a7ec410b,2024-12-12,2025-09-27,2022,2023,True,Principal Azure Engineering,Progression based on delivery impact.
Lead Azure Engineering,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_8766e68f,8766e68f,cv_8766e68f,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,d3487e41,0c7e475b,2024-12-21,2024-01-22,2023,2024,True,Lead Azure Engineering,Progression based on delivery impact.
Head of Azure Engineering,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_8766e68f,8766e68f,cv_8766e68f,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,9ba31972,3ab3d95a,2025-10-24,2024-12-27,2024,2025,True,Head of Azure Engineering,Progression based on delivery impact.
Associate Full-stack Engineer,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ea658ad8,ea658ad8,cv_ea658ad8,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,01b35ce9,c9e1f9dd,2024-04-18,2024-07-11,2021,2022,False,Associate Full-stack Engineer,Progression based on delivery impact.
Consultant Full-stack Engineer,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ea658ad8,ea658ad8,cv_ea658ad8,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,ccf704fc,606e82f2,2024-10-30,2025-01-11,2022,2023,True,Consultant Full-stack Engineer,Progression based on delivery impact.
Senior Full-stack Engineer,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ea658ad8,ea658ad8,cv_ea658ad8,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,dbaedc96,4a82ea27,2024-03-24,2024-03-03,2023,2024,True,Senior Full-stack Engineer,Progression based on delivery impact.
Associate Backend Engineer,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_a34ca3e9,a34ca3e9,cv_a34ca3e9,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,4351a72c,be883ade,2023-12-18,2025-05-27,2020,2021,True,Associate Backend Engineer,Progression based on delivery impact.
Consultant Backend Engineer,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_a34ca3e9,a34ca3e9,cv_a34ca3e9,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,579d2816,d2923ee3,2025-01-29,2025-07-25,2021,2022,False,Consultant Backend Engineer,Progression based on delivery impact.
Senior Backend Engineer,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_a34ca3e9,a34ca3e9,cv_a34ca3e9,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,0a59bf7a,98abe43d,2024-03-04,2025-08-09,2022,2023,True,Senior Backend Engineer,Progression based on delivery impact.
Associate Databricks Engineer,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_c194ec40,c194ec40,cv_c194ec40,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,c2a18de4,14894bb1,2025-02-21,2024-05-15,2019,2020,False,Associate Databricks Engineer,Progression based on delivery impact.
Consultant Databricks Engineer,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_c194ec40,c194ec40,cv_c194ec40,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,6636679d,48b42006,2025-01-05,2025-04-17,2020,2021,False,Consultant Databricks Engineer,Progression based on delivery impact.
Senior Databricks Engineer,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_c194ec40,c194ec40,cv_c194ec40,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,bab3a5a0,eb130a48,2024-10-27,2024-02-29,2021,2022,False,Senior Databricks Engineer,Progression based on delivery impact.
Consultant Delivery Manager,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_957f1175,957f1175,cv_957f1175,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,c0b633fa,93347493,2024-02-23,2025-10-22,2020,2021,False,Consultant Delivery Manager,Progression based on delivery impact.
Senior Delivery Manager,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_957f1175,957f1175,cv_957f1175,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,242f9865,8f9fac4e,2024-06-21,2025-03-26,2021,2022,True,Senior Delivery Manager,Progression based on delivery impact.
Principal Delivery Manager,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_957f1175,957f1175,cv_957f1175,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,37555bab,04e441f1,2025-10-21,2024-01-12,2022,2023,False,Principal Delivery Manager,Progression based on delivery impact.
Consultant Data Platform Engineer,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_736dfc48,736dfc48,cv_736dfc48,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,e312cff0,096b9353,2025-07-01,2023-11-29,2019,2020,False,Consultant Data Platform Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_736dfc48,736dfc48,cv_736dfc48,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,b351b609,9f417c9c,2024-03-17,2025-07-08,2020,2021,True,Senior Data Platform Engineer,Progression based on delivery impact.
Principal Data Platform Engineer,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_736dfc48,736dfc48,cv_736dfc48,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,8539886c,51a7d239,2025-05-06,2025-10-17,2021,2022,True,Principal Data Platform Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_a68387c0,a68387c0,cv_a68387c0,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,7795b554,59c15522,2025-05-20,2025-04-12,2019,2020,False,Senior Data Platform Engineer,Progression based on delivery impact.
Principal Data Platform Engineer,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_a68387c0,a68387c0,cv_a68387c0,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,ca4804ae,3a8a47ab,2024-03-02,2025-02-09,2020,2021,True,Principal Data Platform Engineer,Progression based on delivery impact.
Lead Data Platform Engineer,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_a68387c0,a68387c0,cv_a68387c0,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,37780f4b,9c01723b,2024-02-12,2025-05-31,2021,2022,True,Lead Data Platform Engineer,Progression based on delivery impact.
Associate Data Scientist,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_56c1baa5,56c1baa5,cv_56c1baa5,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,e9e45402,1d23cc72,2024-09-07,2025-06-09,2016,2017,False,Associate Data Scientist,Progression based on delivery impact.
Consultant Frontend Engineer,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_baa47049,baa47049,cv_baa47049,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,6c6d8cdb,5b40d295,2025-05-22,2024-06-17,2018,2019,True,Consultant Frontend Engineer,Progression based on delivery impact.
Senior Frontend Engineer,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_baa47049,baa47049,cv_baa47049,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,a6e415b8,4b3ee88e,2024-05-04,2025-05-13,2019,2020,True,Senior Frontend Engineer,Progression based on delivery impact.
Principal Frontend Engineer,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_baa47049,baa47049,cv_baa47049,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,e34ab1a0,a0218d6a,2023-12-02,2025-09-15,2020,2021,True,Principal Frontend Engineer,Progression based on delivery impact.
Consultant Data Platform Engineer,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_3a2391e9,3a2391e9,cv_3a2391e9,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,31cd2eb6,b8051321,2024-12-07,2023-11-29,2021,2022,False,Consultant Data Platform Engineer,Progression based on delivery impact.
Senior Data Platform Engineer,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_3a2391e9,3a2391e9,cv_3a2391e9,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,aec0d536,76dc04bf,2024-03-25,2025-07-16,2022,2023,False,Senior Data Platform Engineer,Progression based on delivery impact.
Principal Data Platform Engineer,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_3a2391e9,3a2391e9,cv_3a2391e9,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,939e190c,5ebe8e97,2023-11-30,2024-07-20,2023,2024,True,Principal Data Platform Engineer,Progression based on delivery impact.
Associate Analytics Engineer,int:John Garcia,int:Consultant Analytics Engineer,john.garcia@example.com,johngarcia,ext_fa588e66,fa588e66,cv_fa588e66,910.622.0317x31096,9532910371,1989,Data Engineering,Ireland,Danish,ebed15c7,bf701fad,2024-08-07,2024-02-18,2017,2018,True,Associate Analytics Engineer,Progression based on delivery impact.
Consultant Analytics Engineer,int:John Garcia,int:Consultant Analytics Engineer,john.garcia@example.com,johngarcia,ext_fa588e66,fa588e66,cv_fa588e66,910.622.0317x31096,9532910371,1989,Data Engineering,Ireland,Danish,35991ad8,03ced891,2025-04-06,2024-12-25,2018,2019,True,Consultant Analytics Engineer,Progression based on delivery impact.
Associate C# Developer,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_39caa130,39caa130,cv_39caa130,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,782c6b22,8c12c6fe,2025-04-11,2025-04-11,2016,2017,False,Associate C# Developer,Progression based on delivery impact.
Consultant C# Developer,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_39caa130,39caa130,cv_39caa130,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,83a7d0e8,dbaac7b2,2024-09-09,2024-08-28,2017,2018,True,Consultant C# Developer,Progression based on delivery impact.
Senior C# Developer,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_39caa130,39caa130,cv_39caa130,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,c77a9a87,ac9af6bc,2024-05-10,2024-07-07,2018,2019,False,Senior C# Developer,Progression based on delivery impact.
Associate Databricks Engineer,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d1656e77,d1656e77,cv_d1656e77,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,2779e88b,fa42dcf2,2025-05-18,2024-12-10,2021,2022,False,Associate Databricks Engineer,Progression based on delivery impact.
Consultant Databricks Engineer,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d1656e77,d1656e77,cv_d1656e77,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,08902361,4f521f63,2025-09-11,2024-06-08,2022,2023,True,Consultant Databricks Engineer,Progression based on delivery impact.
Consultant .NET Engineer,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_8128faf2,8128faf2,cv_8128faf2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,d9e7b702,2c89ee9a,2024-05-02,2023-12-29,2018,2019,True,Consultant .NET Engineer,Progression based on delivery impact.
Senior .NET Engineer,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_8128faf2,8128faf2,cv_8128faf2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,38fa62cf,86092c30,2025-09-16,2025-02-18,2019,2020,False,Senior .NET Engineer,Progression based on delivery impact.
Principal .NET Engineer,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_8128faf2,8128faf2,cv_8128faf2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,942d1109,5ed5815a,2024-03-18,2023-11-18,2020,2021,True,Principal .NET Engineer,Progression based on delivery impact.
Consultant Data Scientist,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_7a5ea8fc,7a5ea8fc,cv_7a5ea8fc,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,2658d666,5bb18cc3,2024-02-27,2025-03-09,2020,2021,True,Consultant Data Scientist,Progression based on delivery impact.
Senior Data Scientist,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_7a5ea8fc,7a5ea8fc,cv_7a5ea8fc,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,fafdabc6,1e93486c,2024-10-02,2025-11-08,2021,2022,True,Senior Data Scientist,Progression based on delivery impact.
Principal Data Scientist,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_7a5ea8fc,7a5ea8fc,cv_7a5ea8fc,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,e7513a4a,806c70d5,2025-01-27,2025-02-20,2022,2023,False,Principal Data Scientist,Progression based on delivery impact.
Associate Kubernetes Engineer,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2b099cfc,2b099cfc,cv_2b099cfc,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,cca33e5b,ba962b0a,2025-09-12,2024-09-26,2016,2017,False,Associate Kubernetes Engineer,Progression based on delivery impact.
Consultant Kubernetes Engineer,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2b099cfc,2b099cfc,cv_2b099cfc,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,435d169b,ce2c8141,2024-10-09,2024-11-19,2017,2018,True,Consultant Kubernetes Engineer,Progression based on delivery impact.
Associate Project Manager,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_18926fe7,18926fe7,cv_18926fe7,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,0a908faa,bc60a714,2023-12-02,2025-05-12,2017,2018,False,Associate Project Manager,Progression based on delivery impact.
Consultant Project Manager,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_18926fe7,18926fe7,cv_18926fe7,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,a4fe10b2,1dd4b0d3,2025-02-18,2023-12-01,2018,2019,True,Consultant Project Manager,Progression based on delivery impact.
Senior Project Manager,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_18926fe7,18926fe7,cv_18926fe7,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,55490a02,dbc504c0,2024-09-16,2024-08-25,2019,2020,False,Senior Project Manager,
Associate Scrum Master,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_1573f685,1573f685,cv_1573f685,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,20f2a1d6,39e44132,2025-04-13,2025-02-09,2016,2017,True,Associate Scrum Master,Progression based on delivery impact.
Consultant Scrum Master,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_1573f685,1573f685,cv_1573f685,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,b79d3b3f,eeef4acf,2024-06-27,2025-05-25,2017,2018,True,Consultant Scrum Master,Progression based on delivery impact.
Senior Scrum Master,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_1573f685,1573f685,cv_1573f685,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,bd72a46f,71553695,2025-05-26,2024-09-14,2018,2019,True,Senior Scrum Master,
Associate .NET Engineer,int:Leah Shields,int:Associate .NET Engineer,leah.shields@mail.test,leahshields,ext_2c6cafaf,2c6cafaf,cv_2c6cafaf,603.235.2110x392,914-477-0538x33884,1976,Software Engineering,USA,British,5786d5d4,9af056df,2024-06-17,2025-02-14,2017,2018,False,Associate .NET Engineer,Progression based on delivery impact.
Consultant .NET Engineer,int:Lisa Adams,int:Principal .NET Engineer,lisa.adams@mail.test,lisaadams,ext_98995e6f,98995e6f,cv_98995e6f,001-606-298-0420x439,301.764.5104x636,1999,Software Engineering,Ireland,British,942a904f,ebaf0a1a,2024-03-18,2023-12-15,2020,2021,True,Consultant .NET Engineer,
Senior .NET Engineer,int:Lisa Adams,int:Principal .NET Engineer,lisa.adams@mail.test,lisaadams,ext_98995e6f,98995e6f,cv_98995e6f,001-606-298-0420x439,301.764.5104x636,1999,Software Engineering,Ireland,British,de90a233,50195274,2024-01-04,2024-07-07,2021,2022,False,Senior .NET Engineer,Progression based on delivery impact.
Principal .NET Engineer,int:Lisa Adams,int:Principal .NET Engineer,lisa.adams@mail.test,lisaadams,ext_98995e6f,98995e6f,cv_98995e6f,001-606-298-0420x439,301.764.5104x636,1999,Software Engineering,Ireland,British,42b751c9,f2f1ef6d,2025-03-10,2025-05-24,2022,2023,False,Principal .NET Engineer,Progression based on delivery impact.
Associate Full-stack Engineer,int:Kristin Rodriguez,int:Consultant Full-stack Engineer,kristin.rodriguez@example.com,kristinrodriguez,ext_e3730aec,e3730aec,cv_e3730aec,698.712.3878x0038,862.205.5543x8404,1989,Software Engineering,Slovenia,Polish,4cd7a4a8,b062964e,2025-05-23,2023-11-30,2018,2019,True,Associate Full-stack Engineer,Progression based on delivery impact.
Consultant Full-stack Engineer,int:Kristin Rodriguez,int:Consultant Full-stack Engineer,kristin.rodriguez@example.com,kristinrodriguez,ext_e3730aec,e3730aec,cv_e3730aec,698.712.3878x0038,862.205.5543x8404,1989,Software Engineering,Slovenia,Polish,6ea3ce97,3d3df0bd,2024-05-10,2024-10-06,2019,2020,True,Consultant Full-stack Engineer,Progression based on delivery impact.
Consultant Oracle Engineer,int:Monica Garrison,int:Principal Oracle Engineer,monica.garrison@example.org,monicagarrison,ext_92b42410,92b42410,cv_92b42410,+1-543-825-6216,492.564.9578,1971,Cloud Engineering,United Kingdom,British,70cbdec9,25fe399e,2024-07-27,2024-07-07,2020,2021,True,Consultant Oracle Engineer,Progression based on delivery impact.
Senior Oracle Engineer,int:Monica Garrison,int:Principal Oracle Engineer,monica.garrison@example.org,monicagarrison,ext_92b42410,92b42410,cv_92b42410,+1-543-825-6216,492.564.9578,1971,Cloud Engineering,United Kingdom,British,f2173d0c,579e5626,2025-02-07,2024-08-15,2021,2022,False,Senior Oracle Engineer,Progression based on delivery impact.
Principal Oracle Engineer,int:Monica Garrison,int:Principal Oracle Engineer,monica.garrison@example.org,monicagarrison,ext_92b42410,92b42410,cv_92b42410,+1-543-825-6216,492.564.9578,1971,Cloud Engineering,United Kingdom,British,990bf697,5444559b,2025-06-01,2024-06-04,2022,2023,False,Principal Oracle Engineer,
Senior Data Architect,int:Jeffrey Velasquez,int:Lead Data Architect,jeffrey.velasquez@example.org,jeffreyvelasquez,ext_5f5b4fe4,5f5b4fe4,cv_5f5b4fe4,+1-729-383-2482x6292,+1-881-625-2056,1993,Architecture,Ireland,British,041a5096,93ab5746,2024-09-04,2025-11-08,2017,2018,False,Senior Data Architect,Progression based on delivery impact.
Principal Data Architect,int:Jeffrey Velasquez,int:Lead Data Architect,jeffrey.velasquez@example.org,jeffreyvelasquez,ext_5f5b4fe4,5f5b4fe4,cv_5f5b4fe4,+1-729-383-2482x6292,+1-881-625-2056,1993,Architecture,Ireland,British,062b27ca,6158efa8,2025-03-18,2024-04-23,2018,2019,True,Principal Data Architect,Progression based on delivery impact.
Lead Data Architect,int:Jeffrey Velasquez,int:Lead Data Architect,jeffrey.velasquez@example.org,jeffreyvelasquez,ext_5f5b4fe4,5f5b4fe4,cv_5f5b4fe4,+1-729-383-2482x6292,+1-881-625-2056,1993,Architecture,Ireland,British,4923c2b8,ab03fa73,2024-12-14,2025-04-12,2019,2020,True,Lead Data Architect,Progression based on delivery impact.
Associate AWS Engineer,int:Steven Torres,int:Associate AWS Engineer,steven.torres@example.org,steventorres,ext_e30791dd,e30791dd,cv_e30791dd,542.531.2209x949,705.417.2897,1993,Cloud Engineering,Australia,Norwegian,709fcb24,176fb503,2023-12-17,2024-08-14,2018,2019,False,Associate AWS Engineer,Progression based on delivery impact.
Consultant DevOps Engineer,int:Laura Perez,int:Principal DevOps Engineer,laura.perez@example.com,lauraperez,ext_e866925a,e866925a,cv_e866925a,(577)522-3306x0463,827-297-5736,1991,Cloud Engineering,United Kingdom,Polish,664bbe59,ed3595d1,2025-11-08,2024-07-22,2019,2020,False,Consultant DevOps Engineer,Progression based on delivery impact.
Senior DevOps Engineer,int:Laura Perez,int:Principal DevOps Engineer,laura.perez@example.com,lauraperez,ext_e866925a,e866925a,cv_e866925a,(577)522-3306x0463,827-297-5736,1991,Cloud Engineering,United Kingdom,Polish,a4240e4e,5e223797,2024-05-22,2024-08-22,2020,2021,True,Senior DevOps Engineer,Progression based on delivery impact.
Principal DevOps Engineer,int:Laura Perez,int:Principal DevOps Engineer,laura.perez@example.com,lauraperez,ext_e866925a,e866925a,cv_e866925a,(577)522-3306x0463,827-297-5736,1991,Cloud Engineering,United Kingdom,Polish,52e71449,27c62783,2025-04-28,2025-01-12,2021,2022,True,Principal DevOps Engineer,Progression based on delivery impact.
Associate AWS Engineer,int:Andrew Lee,int:Consultant AWS Engineer,andrew.lee@example.com,andrewlee,ext_1f681b0e,1f681b0e,cv_1f681b0e,+1-965-969-9988x081,2385860868,1999,Cloud Engineering,Ireland,Danish,0c3c949c,ca582f0e,2025-04-03,2024-06-14,2021,2022,False,Associate AWS Engineer,
Consultant AWS Engineer,int:Andrew Lee,int:Consultant AWS Engineer,andrew.lee@example.com,andrewlee,ext_1f681b0e,1f681b0e,cv_1f681b0e,+1-965-969-9988x081,2385860868,1999,Cloud Engineering,Ireland,Danish,9d893d06,5a1b0962,2024-04-03,2025-02-17,2022,2023,True,Consultant AWS Engineer,Progression based on delivery impact.
Consultant AWS Engineer,int:Mark Lin,int:Principal AWS Engineer,mark.lin@mail.test,marklin,ext_05054811,05054811,cv_05054811,976-944-7264x9082,781-929-8266,1970,Cloud Engineering,United Kingdom,Danish,0b2675e7,c0020df5,2025-10-18,2025-06-09,2019,2020,False,Consultant AWS Engineer,Progression based on delivery impact.
