Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Customer (#{lang}),Customer (int),Customer Anonymized (#{lang}),Customer Anonymized (int),Description (#{lang}),Description (int),Long description (#{lang}),Long description (int),Industry (#{lang}),Industry (int),Project type (#{lang}),Project type (int),Percent allocated,Project extent (individual hours),Project extent (hours),Project extent total (hours),Project extent,Project extent (currency),Project extent total,Project extent total (currency),Project area,Project area (unit),Highlighted
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,3937be89,bca7fe85,2023-12-17,2025-05-28,7,2018,4,2023,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Implementation,86,26,536,1467,Hours,NOK,218915,NOK,1000,sqm,True
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,9921f27a,71d50b9d,2024-05-03,2024-06-02,1,2012,5,2016,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Advisory,81,156,743,1514,Budget,EUR,144767,GBP,1000,sqm,False
Elizabeth Mcmillan,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_7d1da84d,7d1da84d,cv_7d1da84d,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,b6722738,a9f83b2a,2024-08-31,2025-09-17,2,2022,8,2024,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,46,99,869,1105,Budget,GBP,119698,EUR,1000,sqm,False
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_a0a72fdc,a0a72fdc,cv_a0a72fdc,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,fba6e44d,aed5afa2,2024-05-12,2024-08-21,12,2019,4,2020,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Implementation,80,58,553,1210,Hours,EUR,126009,NOK,1000,sqm,True
Dennis Wilson,int:Dennis Wilson,int:Consultant Scrum Master,dennis.wilson@example.org,denniswilson,ext_a0a72fdc,a0a72fdc,cv_a0a72fdc,339-337-6904x268,745.918.4894x76973,1975,Delivery Management,India,Danish,81637a0d,98906be6,2024-11-17,2025-10-02,4,2019,5,2021,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,40,21,623,1862,Hours,GBP,113096,SEK,500,sqm,True
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,57e12b7c,624f451e,2024-05-23,2024-09-26,6,2024,5,2024,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,18,11,633,1218,Budget,SEK,96538,GBP,700,sqm,False
Daniel Tran,int:Daniel Tran,int:Senior MLOps Engineer,daniel.tran@example.org,danieltran,ext_7120f534,7120f534,cv_7120f534,+1-279-607-1416x33565,741.765.1827,1988,Data Engineering,Spain,Danish,ecd80af0,c86479af,2024-03-24,2025-09-16,1,2018,5,2021,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Implementation,Advisory,20,57,281,337,Hours,NOK,207803,SEK,1000,sqm,False
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,592fb700,a6087bf7,2023-11-19,2024-06-19,9,2017,7,2019,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Implementation,57,43,965,1213,Hours,EUR,10332,NOK,400,sqm,False
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,0f1bad32,1f89dd0e,2025-05-28,2024-03-25,1,2017,1,2022,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Implementation,79,33,483,1244,Budget,EUR,205998,NOK,1000,sqm,False
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,5bda2c69,5c82fffd,2025-05-05,2024-10-01,10,2021,2,2025,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Advisory,20,138,543,1728,Hours,NOK,136622,NOK,900,sqm,True
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,2b3eef2e,dfd54874,2024-03-14,2025-04-21,10,2022,3,2024,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Implementation,85,66,312,1764,Budget,NOK,209860,SEK,500,sqm,False
Joseph Jacobs,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_87ead6e0,87ead6e0,cv_87ead6e0,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,3fe8d734,918077f3,2025-02-17,2025-10-04,1,2014,10,2015,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,67,75,653,114,Hours,EUR,37844,NOK,300,sqm,False
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,6c66ce7f,8eec67d2,2024-01-20,2025-03-25,12,2023,1,2023,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Implementation,Implementation,25,151,541,198,Budget,NOK,245724,NOK,300,sqm,True
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,8c037354,b2f4bc24,2025-05-13,2024-12-18,4,2022,1,2023,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,81,178,804,1134,Budget,NOK,241072,EUR,200,sqm,False
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,075ffeac,becfdff9,2025-10-15,2024-11-28,5,2020,6,2020,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Implementation,Advisory,23,186,670,1674,Budget,GBP,76875,EUR,100,sqm,True
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,b2639adb,4f2c7822,2025-02-26,2025-10-07,8,2023,2,2025,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Advisory,74,18,523,1795,Budget,EUR,78754,GBP,700,sqm,False
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,fec61cda,05b57749,2024-02-21,2024-02-02,4,2021,11,2025,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Implementation,47,168,467,1030,Hours,EUR,56960,GBP,400,sqm,False
Jennifer Harris,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_71b33c16,71b33c16,cv_71b33c16,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,561e6910,bf9804cb,2025-08-20,2024-03-11,7,2019,10,2022,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Advisory,47,182,829,868,Hours,NOK,45324,EUR,300,sqm,False
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_6bed4b66,6bed4b66,cv_6bed4b66,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,004b3f04,52d2b6fd,2025-06-28,2024-05-11,7,2013,7,2013,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,25,111,478,875,Budget,EUR,205562,EUR,500,sqm,True
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_6bed4b66,6bed4b66,cv_6bed4b66,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,5e5946a6,58d505d3,2025-07-03,2025-04-18,6,2014,8,2014,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Implementation,10,143,428,1626,Hours,EUR,240311,NOK,800,sqm,True
Cynthia Baker,int:Cynthia Baker,int:Senior Backend Engineer,cynthia.baker@example.com,cynthiabaker,ext_6bed4b66,6bed4b66,cv_6bed4b66,500-636-9155x94284,995.452.7636x5564,1969,Software Engineering,Slovenia,Swedish,bf144810,689c64ee,2025-06-15,2025-11-07,1,2013,6,2015,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Advisory,62,14,437,1354,Budget,GBP,184032,SEK,400,sqm,True
Tracy Whitehead,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_4e9c7a8c,4e9c7a8c,cv_4e9c7a8c,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,0a28d835,6a33c1af,2025-11-09,2024-03-06,12,2023,2,2025,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Implementation,78,134,624,555,Hours,SEK,188497,EUR,800,sqm,True
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,5eb150b4,66011210,2025-07-21,2024-09-04,3,2016,2,2016,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Implementation,97,155,492,408,Hours,SEK,117059,GBP,800,sqm,False
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,86e7c4dc,d52b52a8,2024-11-10,2024-06-17,11,2024,6,2024,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Advisory,90,48,422,736,Hours,SEK,43622,GBP,400,sqm,False
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,b8186321,e7916a41,2023-12-21,2024-04-24,8,2013,9,2013,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,10,77,551,912,Hours,EUR,109533,EUR,100,sqm,True
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,40b396ad,a444f033,2024-12-22,2023-11-23,8,2020,5,2024,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Advisory,87,58,205,860,Budget,EUR,43657,NOK,100,sqm,False
Meghan Davis,int:Meghan Davis,int:Associate .NET Engineer,meghan.davis@mail.test,meghandavis,ext_ba06d28c,ba06d28c,cv_ba06d28c,948-790-6120x3471,555-488-4506x159,1979,Software Engineering,Slovenia,Polish,a2729710,d251d910,2025-02-19,2025-04-04,2,2016,5,2021,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Advisory,100,128,419,655,Budget,SEK,28121,EUR,200,sqm,True
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,d421703e,8d498db1,2025-02-05,2024-03-31,4,2017,4,2018,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Implementation,47,87,714,1328,Hours,GBP,203696,GBP,900,sqm,False
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,89a3ec4d,c9fd871f,2024-05-28,2024-06-15,12,2022,9,2022,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Advisory,37,126,547,1980,Budget,SEK,138724,GBP,1000,sqm,True
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,4af3b4da,a4193f33,2025-05-28,2025-05-09,2,2015,3,2016,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,60,152,574,734,Hours,EUR,199545,EUR,500,sqm,True
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,a6c309c6,a022dfcd,2024-10-17,2024-09-21,4,2019,7,2019,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Implementation,97,175,651,360,Budget,SEK,235107,EUR,900,sqm,True
Rodney Hill,int:Rodney Hill,int:Associate C# Developer,rodney.hill@example.org,rodneyhill,ext_174773e9,174773e9,cv_174773e9,001-745-858-7716x94722,+1-899-661-1253x5544,1983,Software Engineering,Australia,Norwegian,ee7f1a34,ec04efef,2025-07-02,2024-09-05,5,2019,8,2023,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,61,112,775,913,Budget,GBP,152365,GBP,400,sqm,True
Adam Wise,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_ce281d4c,ce281d4c,cv_ce281d4c,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,86add094,4fc5bb67,2025-04-19,2024-12-02,11,2015,5,2017,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,25,17,993,896,Budget,EUR,156100,NOK,800,sqm,True
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,1f48e71a,b1ae30f4,2024-10-26,2025-03-02,12,2020,4,2025,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,89,73,611,1275,Budget,NOK,64676,EUR,400,sqm,False
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_1c12e815,1c12e815,cv_1c12e815,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,3f446bf1,d6048b31,2024-07-03,2024-10-02,8,2017,3,2021,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Implementation,49,32,597,626,Budget,GBP,67687,NOK,900,sqm,False
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ac83e5c1,ac83e5c1,cv_ac83e5c1,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,5a6c7a35,d889df4c,2025-04-24,2024-03-03,3,2018,4,2021,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,38,166,208,784,Hours,NOK,90692,GBP,300,sqm,True
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,c9c51723,a9336ad9,2025-08-31,2025-02-21,10,2016,3,2019,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Implementation,53,133,329,1186,Budget,EUR,129063,EUR,800,sqm,True
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,2ddf77c4,75f5028a,2024-03-27,2023-12-25,3,2018,1,2021,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Implementation,56,140,917,892,Hours,SEK,244829,GBP,600,sqm,False
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_56e15b01,56e15b01,cv_56e15b01,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,87669421,18141113,2024-11-10,2023-12-18,11,2013,6,2018,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Implementation,69,183,611,521,Budget,EUR,11206,EUR,900,sqm,False
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_ce90ebfe,ce90ebfe,cv_ce90ebfe,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,333bfcc8,6434900d,2024-01-29,2023-12-13,12,2020,9,2024,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Advisory,37,188,299,1851,Hours,GBP,81183,EUR,100,sqm,True
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_ce90ebfe,ce90ebfe,cv_ce90ebfe,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,2d6ba0b2,3c9987b5,2024-10-06,2024-06-29,3,2018,8,2019,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Advisory,84,172,371,1006,Budget,GBP,102689,SEK,500,sqm,False
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_ce90ebfe,ce90ebfe,cv_ce90ebfe,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,506463cd,3ef9b685,2024-02-01,2025-07-06,11,2016,1,2018,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Advisory,Advisory,39,174,738,629,Hours,NOK,72134,EUR,600,sqm,False
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,69735635,fdc08651,2024-10-28,2025-03-25,9,2012,1,2015,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,77,20,813,1981,Hours,NOK,134444,SEK,800,sqm,True
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,92524325,d2dfe91e,2025-11-14,2024-10-16,2,2012,6,2014,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Advisory,76,68,990,1191,Hours,EUR,63995,SEK,500,sqm,False
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,d2e068a1,70ad32a5,2025-02-16,2023-12-08,11,2019,7,2021,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Implementation,52,162,250,1702,Budget,GBP,224476,NOK,100,sqm,True
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_ecaed2c3,ecaed2c3,cv_ecaed2c3,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,e723f033,89ae8fc5,2024-08-26,2025-10-01,11,2012,8,2013,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Advisory,35,142,301,583,Budget,EUR,32857,GBP,500,sqm,True
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_cbceebf6,cbceebf6,cv_cbceebf6,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,60e67cb1,71d4d893,2023-11-24,2024-07-19,6,2019,5,2024,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Advisory,77,130,442,986,Hours,NOK,136061,NOK,900,sqm,True
