Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Name,Description,Highlighted
Streaming 101,int:Eric Phillips,int:Associate AI Engineer,eric.phillips@example.com,ericphillips,ext_94339b17,94339b17,cv_94339b17,001-702-216-9797x296,+1-527-771-6701x45089,1994,AI/ML,USA,Swedish,01d0eee0,f646ad17,2024-02-07,2024-03-03,Streaming 101,Conference talk / blog summary.,True
Kubernetes for Data,int:Tanya Riley,int:Consultant AI Engineer,tanya.riley@example.com,tanyariley,ext_f455c707,f455c707,cv_f455c707,489.916.3756x28900,821.575.3540x8386,2001,AI/ML,Spain,Polish,1f251aac,eeb3dd19,2024-06-28,2025-09-11,Kubernetes for Data,Conference talk / blog summary.,True
Modern .NET APIs,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_dbee1c02,dbee1c02,cv_dbee1c02,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,a9cd5ddf,c889b4bc,2025-04-29,2024-05-27,Modern .NET APIs,Conference talk / blog summary.,False
Kubernetes for Data,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_dbee1c02,dbee1c02,cv_dbee1c02,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,9f990207,569471fb,2025-02-17,2024-03-14,Kubernetes for Data,Conference talk / blog summary.,True
Azure Fabric Basics,int:Amy Adkins,int:Senior Data Platform Engineer,amy.adkins@mail.test,amyadkins,ext_dbee1c02,dbee1c02,cv_dbee1c02,377-997-1775,001-501-966-0880x1994,1997,Data Engineering,United Kingdom,Polish,bb66dcc9,a7853751,2024-10-21,2025-04-22,Azure Fabric Basics,,False
MLOps Playbook,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_23664ce4,23664ce4,cv_23664ce4,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,690fdfbb,e98e9e30,2024-03-12,2024-12-28,MLOps Playbook,Conference talk / blog summary.,False
Intro to dbt,int:Brian Silva,int:Senior C# Developer,brian.silva@mail.test,briansilva,ext_23664ce4,23664ce4,cv_23664ce4,550-237-5899x75711,554-588-5102x72614,1968,Software Engineering,Ireland,Polish,85125238,e78dac84,2024-01-27,2024-05-17,Intro to dbt,Conference talk / blog summary.,False
AWS Well-Architected,int:Wesley Farrell,int:Lead Data Architect,wesley.farrell@mail.test,wesleyfarrell,ext_8410ada1,8410ada1,cv_8410ada1,363-973-5160,498.427.0808x697,1991,Architecture,United Kingdom,Norwegian,fbd585bc,ea3871e0,2025-01-14,2025-10-14,AWS Well-Architected,Conference talk / blog summary.,True
AWS Well-Architected,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_58b1a7c0,58b1a7c0,cv_58b1a7c0,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,1f23e61b,74a7ee06,2024-09-18,2024-01-25,AWS Well-Architected,Conference talk / blog summary.,False
Modern .NET APIs,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_58b1a7c0,58b1a7c0,cv_58b1a7c0,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,61940c55,81637187,2024-12-30,2025-10-20,Modern .NET APIs,Conference talk / blog summary.,True
Optimising PySpark,int:Brooke Leonard,int:Consultant Cloud Architect,brooke.leonard@example.com,brookeleonard,ext_58b1a7c0,58b1a7c0,cv_58b1a7c0,542-804-3805x7198,284.206.6658,1981,Architecture,United Kingdom,Swedish,58cd6a42,1d8e5841,2024-11-22,2024-08-26,Optimising PySpark,Conference talk / blog summary.,True
Data Mesh in Practice,int:Pamela Sanchez,int:Senior AI Engineer,pamela.sanchez@mail.test,pamelasanchez,ext_dbe2732d,dbe2732d,cv_dbe2732d,372-702-5909x47985,532.781.8268x86153,1972,AI/ML,Spain,Swedish,3c95ed78,9835b305,2024-05-26,2025-09-30,Data Mesh in Practice,Conference talk / blog summary.,True
Kubernetes for Data,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_6184e73b,6184e73b,cv_6184e73b,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,70b72bfc,b1afd0ea,2025-02-16,2024-05-31,Kubernetes for Data,Conference talk / blog summary.,True
Azure Fabric Basics,int:Brooke Harvey,int:Senior MLOps Engineer,brooke.harvey@example.com,brookeharvey,ext_6184e73b,6184e73b,cv_6184e73b,554-239-8780x15739,+1-956-216-4840x85887,1993,Data Engineering,United Kingdom,Norwegian,1a2f5a45,5e46a8fd,2023-12-18,2025-03-01,Azure Fabric Basics,Conference talk / blog summary.,False
Intro to dbt,int:Robert Silva,int:Principal Data Architect,robert.silva@mail.test,robertsilva,ext_009f1137,009f1137,cv_009f1137,835-381-1288x0133,386.312.0750,1999,Architecture,United Kingdom,Danish,1c13a4ff,262e3dea,2024-08-19,2025-11-02,Intro to dbt,,True
Optimising PySpark,int:Alexandra Donovan,int:Consultant MLOps Engineer,alexandra.donovan@example.org,alexandradonovan,ext_71086d7e,71086d7e,cv_71086d7e,8249819346,+1-366-750-6180x9190,1992,Data Engineering,India,Norwegian,411ca6f6,4a70ac03,2024-11-29,2024-03-19,Optimising PySpark,Conference talk / blog summary.,False
Data Mesh in Practice,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_190291cf,190291cf,cv_190291cf,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,21788a5d,56e4e18e,2025-08-21,2025-02-28,Data Mesh in Practice,Conference talk / blog summary.,False
Modern .NET APIs,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_190291cf,190291cf,cv_190291cf,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,4049fa24,7d019416,2024-04-16,2024-02-21,Modern .NET APIs,Conference talk / blog summary.,True
Kubernetes for Data,int:James Moran,int:Consultant Cloud Architect,james.moran@example.org,jamesmoran,ext_190291cf,190291cf,cv_190291cf,514.449.1476x60728,001-268-842-4508x8210,1998,Architecture,United Kingdom,Swedish,c78ab9b9,ce3c592d,2024-11-10,2025-03-03,Kubernetes for Data,Conference talk / blog summary.,False
Kubernetes for Data,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_64678255,64678255,cv_64678255,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,9845052f,cbc45ef3,2025-09-14,2025-09-17,Kubernetes for Data,Conference talk / blog summary.,False
Modern .NET APIs,int:John Foster,int:Senior Frontend Engineer,john.foster@mail.test,johnfoster,ext_64678255,64678255,cv_64678255,+1-481-443-5368,(939)343-1290,1979,Software Engineering,United Kingdom,Danish,f35f64c1,11313f74,2025-07-11,2024-12-14,Modern .NET APIs,Conference talk / blog summary.,True
Intro to dbt,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_19fb7f0a,19fb7f0a,cv_19fb7f0a,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,996d07d9,7928f81e,2025-05-11,2024-10-03,Intro to dbt,Conference talk / blog summary.,False
MLOps Playbook,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_19fb7f0a,19fb7f0a,cv_19fb7f0a,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,9f4dd4cb,d593478d,2024-02-23,2024-07-11,MLOps Playbook,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Emily Evans,int:Principal .NET Engineer,emily.evans@mail.test,emilyevans,ext_19fb7f0a,19fb7f0a,cv_19fb7f0a,314-513-9755x2314,277-759-4929x95562,1970,Software Engineering,Australia,Norwegian,4566e702,000c1a10,2024-01-26,2025-04-25,Databricks Lakehouse Patterns,,False
Azure Fabric Basics,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_b2d8a112,b2d8a112,cv_b2d8a112,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,8491e7df,c623a403,2024-09-06,2025-07-05,Azure Fabric Basics,,True
Data Mesh in Practice,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_b2d8a112,b2d8a112,cv_b2d8a112,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,eda06d67,3e9f4a46,2024-10-06,2023-12-04,Data Mesh in Practice,Conference talk / blog summary.,True
Kubernetes for Data,int:Leslie Walton,int:Senior Data Engineer,leslie.walton@example.org,lesliewalton,ext_b2d8a112,b2d8a112,cv_b2d8a112,936.745.2577,001-347-281-2914x28341,1971,Data Engineering,United Kingdom,British,2a39529b,c419997b,2024-05-01,2025-03-18,Kubernetes for Data,Conference talk / blog summary.,False
Kubernetes for Data,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_e2e9350a,e2e9350a,cv_e2e9350a,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,9a5f8dea,1d99805d,2025-08-12,2025-06-17,Kubernetes for Data,Conference talk / blog summary.,True
Data Mesh in Practice,int:Charles Ellis,int:Senior Data Platform Engineer,charles.ellis@example.com,charlesellis,ext_e2e9350a,e2e9350a,cv_e2e9350a,709.896.9308x48872,794.227.8816,1978,Data Engineering,United Kingdom,Polish,ca86857d,190aedf7,2024-09-03,2025-03-09,Data Mesh in Practice,,True
MLOps Playbook,int:Yolanda Ferrell,int:Senior Analytics Engineer,yolanda.ferrell@example.com,yolandaferrell,ext_73214808,73214808,cv_73214808,+1-239-528-2722x99275,001-273-214-5303x85677,1976,Data Engineering,USA,British,0c7dd69f,f2b4a30c,2024-03-12,2024-12-13,MLOps Playbook,Conference talk / blog summary.,True
Optimising PySpark,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_707c9816,707c9816,cv_707c9816,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,935cd104,fdc13afe,2024-12-27,2025-11-13,Optimising PySpark,,False
Intro to dbt,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_707c9816,707c9816,cv_707c9816,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,ed215667,45df80c3,2025-04-27,2024-01-12,Intro to dbt,Conference talk / blog summary.,False
Optimising PySpark,int:Joseph Mahoney,int:Consultant Cloud Architect,joseph.mahoney@example.com,josephmahoney,ext_707c9816,707c9816,cv_707c9816,384-532-2259,(451)477-7392x60302,1968,Architecture,Slovenia,British,021eb46f,3d818d61,2025-04-13,2025-07-14,Optimising PySpark,Conference talk / blog summary.,True
Streaming 101,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_52091eff,52091eff,cv_52091eff,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,1fb0bea5,769f45ad,2024-05-15,2024-02-26,Streaming 101,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Nicole Suarez,int:Principal Oracle Engineer,nicole.suarez@mail.test,nicolesuarez,ext_52091eff,52091eff,cv_52091eff,+1-280-692-0242x8699,437-497-7236,1982,Cloud Engineering,Australia,Norwegian,d2a0813e,24460854,2024-08-29,2025-10-15,Databricks Lakehouse Patterns,,True
Kubernetes for Data,int:Martha Warner,int:Principal MLOps Engineer,martha.warner@example.org,marthawarner,ext_b52e1b3a,b52e1b3a,cv_b52e1b3a,+1-881-817-2980,(408)663-7659x916,2002,Data Engineering,United Kingdom,British,78628d9a,02eaf340,2025-03-21,2024-06-24,Kubernetes for Data,Conference talk / blog summary.,False
Data Mesh in Practice,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_cfae6f9d,cfae6f9d,cv_cfae6f9d,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,5be02b5d,b51db4ee,2024-05-18,2024-01-06,Data Mesh in Practice,Conference talk / blog summary.,True
MLOps Playbook,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_cfae6f9d,cfae6f9d,cv_cfae6f9d,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,9e23a29d,2e7d487f,2025-08-14,2025-05-18,MLOps Playbook,Conference talk / blog summary.,True
AWS Well-Architected,int:Cheryl Archer,int:Principal Solution Architect,cheryl.archer@example.com,cherylarcher,ext_cfae6f9d,cfae6f9d,cv_cfae6f9d,331.249.8643x0098,(735)665-1269x4486,1973,Architecture,United Kingdom,Norwegian,02883819,8fdd0f2d,2025-05-14,2025-01-05,AWS Well-Architected,Conference talk / blog summary.,False
Azure Fabric Basics,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5a91b20b,5a91b20b,cv_5a91b20b,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,26c908c7,d42e5669,2023-12-29,2025-04-18,Azure Fabric Basics,Conference talk / blog summary.,True
MLOps Playbook,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5a91b20b,5a91b20b,cv_5a91b20b,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,8314e26f,2d78aac7,2025-03-27,2024-06-28,MLOps Playbook,,True
MLOps Playbook,int:Destiny Smith,int:Principal DevOps Engineer,destiny.smith@mail.test,destinysmith,ext_5a91b20b,5a91b20b,cv_5a91b20b,+1-763-868-8725x88744,001-221-437-2138x6589,1998,Cloud Engineering,Australia,Swedish,b5290e03,08cfc9ef,2024-10-19,2025-07-28,MLOps Playbook,Conference talk / blog summary.,False
Intro to dbt,int:Lisa Evans,int:Senior Databricks Engineer,lisa.evans@mail.test,lisaevans,ext_a60df3d5,a60df3d5,cv_a60df3d5,(201)827-9611x4351,(598)249-0277x0384,1982,Data Engineering,United Kingdom,British,18aa44aa,ef7ef15c,2024-02-10,2023-12-07,Intro to dbt,,False
Kubernetes for Data,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_ababf887,ababf887,cv_ababf887,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,0a79828b,c2ab347a,2024-07-09,2025-01-17,Kubernetes for Data,,False
MLOps Playbook,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_ababf887,ababf887,cv_ababf887,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,8582e330,a2163507,2024-12-15,2024-06-12,MLOps Playbook,,True
Kubernetes for Data,int:Elizabeth Mcmillan,int:Principal Python Developer,elizabeth.mcmillan@example.org,elizabethmcmillan,ext_ababf887,ababf887,cv_ababf887,+1-688-839-2053x021,(766)793-8011x848,2001,Data Engineering,India,Norwegian,4a8779f1,8da1deee,2025-02-09,2024-09-14,Kubernetes for Data,Conference talk / blog summary.,True
Intro to dbt,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_faa25619,faa25619,cv_faa25619,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,129fbba6,9d0a6db8,2024-10-15,2024-07-24,Intro to dbt,Conference talk / blog summary.,False
AWS Well-Architected,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_faa25619,faa25619,cv_faa25619,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,820f738a,f220013a,2025-11-17,2025-03-07,AWS Well-Architected,Conference talk / blog summary.,False
Azure Fabric Basics,int:Joseph Jacobs,int:Principal AWS Engineer,joseph.jacobs@example.com,josephjacobs,ext_faa25619,faa25619,cv_faa25619,694.523.7333,933.295.2111,1977,Cloud Engineering,India,British,a9b5ec07,a5bf64a4,2025-05-23,2025-02-01,Azure Fabric Basics,Conference talk / blog summary.,True
MLOps Playbook,int:Jennifer Harris,int:Associate Frontend Engineer,jennifer.harris@example.org,jenniferharris,ext_df3868fd,df3868fd,cv_df3868fd,001-880-575-9579x47284,001-392-908-6780x85627,1979,Software Engineering,Australia,British,4f7b6d6c,e2f0425c,2024-10-02,2024-09-14,MLOps Playbook,Conference talk / blog summary.,True
Databricks Lakehouse Patterns,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_7f9983f0,7f9983f0,cv_7f9983f0,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,c25ce7fb,81dc7330,2024-04-06,2025-03-03,Databricks Lakehouse Patterns,Conference talk / blog summary.,False
Modern .NET APIs,int:Tracy Whitehead,int:Principal Databricks Engineer,tracy.whitehead@example.com,tracywhitehead,ext_7f9983f0,7f9983f0,cv_7f9983f0,001-829-531-4386,(727)902-6728,1973,Data Engineering,Ireland,Swedish,eacf5f23,f1da8ef7,2024-05-31,2024-08-29,Modern .NET APIs,Conference talk / blog summary.,False
Modern .NET APIs,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_a8aebfdf,a8aebfdf,cv_a8aebfdf,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,210733b7,9357061d,2025-07-05,2025-06-04,Modern .NET APIs,Conference talk / blog summary.,True
MLOps Playbook,int:Adam Wise,int:Lead Data Engineer,adam.wise@example.org,adamwise,ext_a8aebfdf,a8aebfdf,cv_a8aebfdf,359.587.6220x234,(861)311-7800,1981,Data Engineering,United Kingdom,Polish,87a5a46f,d2a001b1,2024-10-22,2024-01-27,MLOps Playbook,Conference talk / blog summary.,True
Streaming 101,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_8766e68f,8766e68f,cv_8766e68f,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,cfe32778,e42d2b91,2025-04-23,2024-03-29,Streaming 101,,True
Modern .NET APIs,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_8766e68f,8766e68f,cv_8766e68f,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,a7c1638c,404f3640,2025-11-05,2024-12-16,Modern .NET APIs,Conference talk / blog summary.,False
Kubernetes for Data,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_ea658ad8,ea658ad8,cv_ea658ad8,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,56b3bd25,36956e4f,2025-08-14,2025-03-14,Kubernetes for Data,Conference talk / blog summary.,True
Databricks Lakehouse Patterns,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_a34ca3e9,a34ca3e9,cv_a34ca3e9,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,a9476c57,6f0bc833,2025-04-26,2025-07-30,Databricks Lakehouse Patterns,Conference talk / blog summary.,False
Streaming 101,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_a34ca3e9,a34ca3e9,cv_a34ca3e9,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,01b63cbd,3be5f36d,2025-04-10,2025-05-03,Streaming 101,Conference talk / blog summary.,True
AWS Well-Architected,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_a34ca3e9,a34ca3e9,cv_a34ca3e9,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,e326b735,427f4c6f,2025-07-16,2024-11-18,AWS Well-Architected,Conference talk / blog summary.,False
MLOps Playbook,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_c194ec40,c194ec40,cv_c194ec40,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,26f999b7,239f361a,2025-02-10,2024-04-24,MLOps Playbook,Conference talk / blog summary.,False
Optimising PySpark,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_c194ec40,c194ec40,cv_c194ec40,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,39a1915c,a0bb0d94,2025-08-18,2024-01-28,Optimising PySpark,,True
MLOps Playbook,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_c194ec40,c194ec40,cv_c194ec40,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,85dad14c,ceeb7fd3,2023-11-29,2025-10-14,MLOps Playbook,Conference talk / blog summary.,False
Kubernetes for Data,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_957f1175,957f1175,cv_957f1175,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,f1b47d29,40c20be1,2024-02-19,2024-06-09,Kubernetes for Data,Conference talk / blog summary.,False
Kubernetes for Data,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_736dfc48,736dfc48,cv_736dfc48,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,f2220f03,2ee83bd2,2024-05-25,2024-05-04,Kubernetes for Data,Conference talk / blog summary.,False
Modern .NET APIs,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_736dfc48,736dfc48,cv_736dfc48,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,076d70bd,91e473a8,2025-08-25,2024-05-03,Modern .NET APIs,Conference talk / blog summary.,False
Azure Fabric Basics,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_a68387c0,a68387c0,cv_a68387c0,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,066f571d,fe345b51,2024-08-10,2024-02-12,Azure Fabric Basics,Conference talk / blog summary.,True
MLOps Playbook,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_a68387c0,a68387c0,cv_a68387c0,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,2b017439,0b20c189,2024-06-26,2025-06-16,MLOps Playbook,Conference talk / blog summary.,False
Data Mesh in Practice,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_a68387c0,a68387c0,cv_a68387c0,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,4275c5c5,8d317d4e,2024-05-05,2024-07-22,Data Mesh in Practice,Conference talk / blog summary.,False
Streaming 101,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_56c1baa5,56c1baa5,cv_56c1baa5,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,2a3c6417,34018b81,2025-07-21,2024-01-01,Streaming 101,Conference talk / blog summary.,True
Modern .NET APIs,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_56c1baa5,56c1baa5,cv_56c1baa5,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,018da74e,7af06279,2025-02-17,2025-01-29,Modern .NET APIs,Conference talk / blog summary.,True
Kubernetes for Data,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_56c1baa5,56c1baa5,cv_56c1baa5,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,8f788fb0,364306ad,2024-03-26,2024-11-28,Kubernetes for Data,Conference talk / blog summary.,False
Data Mesh in Practice,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_3a2391e9,3a2391e9,cv_3a2391e9,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,934c3076,8ea0a2db,2025-08-31,2024-02-19,Data Mesh in Practice,Conference talk / blog summary.,True
Modern .NET APIs,int:John Garcia,int:Consultant Analytics Engineer,john.garcia@example.com,johngarcia,ext_fa588e66,fa588e66,cv_fa588e66,910.622.0317x31096,9532910371,1989,Data Engineering,Ireland,Danish,27aa3122,41fcf27c,2025-11-05,2024-08-15,Modern .NET APIs,Conference talk / blog summary.,False
Intro to dbt,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_39caa130,39caa130,cv_39caa130,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,c286023e,e6859a9c,2025-02-23,2025-07-08,Intro to dbt,Conference talk / blog summary.,True
Modern .NET APIs,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_39caa130,39caa130,cv_39caa130,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,d21f4904,d71cda38,2024-01-10,2025-01-02,Modern .NET APIs,Conference talk / blog summary.,False
Databricks Lakehouse Patterns,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d1656e77,d1656e77,cv_d1656e77,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,7434da30,53a43c57,2025-01-07,2024-04-11,Databricks Lakehouse Patterns,Conference talk / blog summary.,False
Modern .NET APIs,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_8128faf2,8128faf2,cv_8128faf2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,7a7578ea,0a347299,2025-11-03,2024-12-01,Modern .NET APIs,Conference talk / blog summary.,True
Azure Fabric Basics,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2b099cfc,2b099cfc,cv_2b099cfc,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,bebe1afb,2990dfd0,2024-07-22,2024-03-19,Azure Fabric Basics,Conference talk / blog summary.,False
Modern .NET APIs,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_18926fe7,18926fe7,cv_18926fe7,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,c5e06f73,baef42dc,2024-10-04,2025-08-08,Modern .NET APIs,Conference talk / blog summary.,True
Optimising PySpark,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_18926fe7,18926fe7,cv_18926fe7,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,4a34c792,14f315f4,2024-11-10,2025-06-14,Optimising PySpark,Conference talk / blog summary.,False
Kubernetes for Data,int:Angel Doyle,int:Senior Project Manager,angel.doyle@example.com,angeldoyle,ext_18926fe7,18926fe7,cv_18926fe7,(351)879-0864,562.527.8376x93898,1988,Delivery Management,United Kingdom,Polish,81c33355,9df4a824,2025-06-24,2024-06-15,Kubernetes for Data,Conference talk / blog summary.,True
Modern .NET APIs,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_1573f685,1573f685,cv_1573f685,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,187c98a8,84d27058,2025-03-06,2024-04-06,Modern .NET APIs,,True
Optimising PySpark,int:Martin Galvan,int:Senior Scrum Master,martin.galvan@example.com,martingalvan,ext_1573f685,1573f685,cv_1573f685,746-759-1166,955.490.4259,1973,Delivery Management,Ireland,Danish,b6e2157e,bbc90489,2025-06-17,2024-11-17,Optimising PySpark,Conference talk / blog summary.,False
